ID,IATA,ICAO,name
6030,ING,SAWA,Lago Argentino Airport
6031,GGS,SAWR,Gobernador Gregores Airport
6032,SST,SAZL,Santa Teresita Airport
6033,NEC,SAZO,Necochea Airport
6034,JDO,SBJU,Orlando Bezerra de Menezes Airport
6036,LEC,SBLE,Coronel Horácio de Mattos Airport
6037,MEA,SBME,Macaé Airport
6038,MII,SBML,Frank Miloye Milenkowichi–Marília State Airport
6039,VDC,SBQV,Vitória da Conquista Airport
6040,RIA,SBSM,Santa Maria Airport
6041,TOW,SBTD,Toledo Airport
6042,ESR,SCES,Ricardo García Posada Airport
6043,ZPC,SCPC,Pucón Airport
6044,SOD,SDCO,Sorocaba Airport
6045,SCY,SEST,San Cristóbal Airport
6046,LOH,SETM,Camilo Ponce Enriquez Airport
6047,ESM,SETN,General Rivadeneira Airport
6048,PSY,SFAL,Port Stanley Airport
6049,CRC,SKGO,Santa Ana Airport
6050,,SKGZ,La Jagua Airport
6051,LQM,SKLG,Caucaya Airport
6052,LPD,SKLP,La Pedrera Airport
6053,NQU,SKNQ,Reyes Murillo Airport
6054,PDA,SKPD,Obando Airport
6055,EYP,SKYP,El Yopal Airport
6056,GYA,SLGY,Capitán de Av. Emilio Beltrán Airport
6057,PUR,SLPR,Puerto Rico Airport
6058,RIB,SLRI,Capitán Av. Selin Zeitun Lopez Airport
6059,REY,SLRY,Reyes Airport
6060,SRJ,SLSB,Capitán Av. German Quiroga G. Airport
6061,ORG,SMZO,Zorg en Hoop Airport
6062,MVS,SNMU,Mucuri Airport
6065,,SPBC,Caballococha Airport
6066,CJA,SPJR,Mayor General FAP Armando Revoredo Iglesias Airport
6067,HUU,SPNC,Alferez Fap David Figueroa Fernandini Airport
6068,NZC,SPZA,Maria Reiche Neuman Airport
6069,SRA,SSZR,Santa Rosa Airport
6070,,SUPE,El Jagüel / Punta del Este Airport
6071,MYC,SVBS,Escuela Mariscal Sucre Airport
6072,VIG,SVVG,Juan Pablo Pérez Alfonso Airport
6073,JPR,SWJI,Ji-Paraná Airport
6074,BBQ,TAPH,Codrington Airport
6075,DSD,TFFA,La Désirade Airport
6076,BBR,TFFB,Baillif Airport
6077,SFC,TFFC,St-François Airport
6078,GBJ,TFFM,Les Bases Airport
6079,NEV,TKPN,Vance W. Amory International Airport
6080,VIJ,TUPW,Virgin Gorda Airport
6081,BQU,TVSB,J F Mitchell Airport
6082,UNI,TVSU,Union Island International Airport
6083,KOV,UACK,Kokshetau Airport
6084,PPK,UACP,Petropavlosk South Airport
6085,DZN,UAKD,Zhezkazgan Airport
6086,UKK,UASK,Ust-Kamennogorsk Airport
6088,KSN,UAUU,Kostanay West Airport
6089,KVD,UBBG,Ganja Airport
6090,NAJ,UBBN,Nakhchivan Airport
6091,NER,UELL,Chulman Airport
6092,PYJ,UERP,Polyarny Airport
6093,CKH,UESO,Chokurdakh Airport
6094,CYX,UESS,Cherskiy Airport
6095,IKS,UEST,Tiksi Airport
6097,KXK,UHKK,Komsomolsk-on-Amur Airport
6098,DYR,UHMA,Ugolny Airport
6099,OHO,UHOO,Okhotsk Airport
6100,UJE,UJAP,Ujae Atoll Airport
6101,MPW,UKCM,Mariupol International Airport
6102,VSG,UKCW,Luhansk International Airport
6103,OZH,UKDE,Zaporizhzhia International Airport
6104,KWG,UKDR,Kryvyi Rih International Airport
6105,HRK,UKHH,Kharkiv International Airport
6106,IFO,UKLI,Ivano-Frankivsk International Airport
6107,CWC,UKLN,Chernivtsi International Airport
6108,RWN,UKLR,Rivne International Airport
6109,UDJ,UKLU,Uzhhorod International Airport
6110,CSH,ULAS,Solovki Airport
6111,CEE,ULBC,Cherepovets Airport
6112,AMV,ULDD,Amderma Airport
6113,KSZ,ULKK,Kotlas Airport
6114,PES,ULPB,Petrozavodsk Airport
6115,GNA,UMMG,Hrodna Airport
6116,MVQ,UMOO,Mogilev Airport
6117,EIE,UNII,Yeniseysk Airport
6118,KYZ,UNKY,Kyzyl Airport
6119,NOZ,UNWW,Spichenkovo Airport
6120,HTG,UOHH,Khatanga Airport
6121,IAA,UOII,Igarka Airport
6122,,URMG,Khankala Air Base
6123,NAL,URMN,Nalchik Airport
6124,OGZ,URMO,Beslan Airport
6125,ESL,URWI,Elista Airport
6126,WKK,5A8,Aleknagik / New Airport
6128,BLF,KBLF,Mercer County Airport
6130,GLH,KGLH,Mid Delta Regional Airport
6133,PSC,KPSC,Tri Cities Airport
6134,KQA,KQA,Akutan Seaplane Base
6136,LPS,S31,Lopez Island Airport
6137,SLY,USDD,Salekhard Airport
6138,HMA,USHH,Khanty Mansiysk Airport
6139,NYA,USHN,Nyagan Airport
6140,OVS,USHS,Sovetskiy Airport
6141,IJK,USII,Izhevsk Airport
6142,KVX,USKK,Pobedilovo Airport
6143,NYM,USMM,Nadym Airport
6144,RAT,USNR,Raduzhny Airport
6145,NFG,USRN,Nefteyugansk Airport
6146,KRO,USUU,Kurgan Airport
6147,LBD,UTDL,Khudzhand Airport
6148,AZN,UTKA,Andizhan Airport
6149,FEG,UTKF,Fergana International Airport
6150,NMA,UTKN,Namangan Airport
6151,NCU,UTNN,Nukus Airport
6152,UGC,UTNU,Urgench Airport
6153,KSQ,UTSL,Karshi Khanabad Airport
6154,TMJ,UTST,Termez Airport
6155,RYB,UUBK,Staroselye Airport
6156,EGO,UUOB,Belgorod International Airport
6157,URS,UUOK,Kursk East Airport
6158,LPK,UUOL,Lipetsk Airport
6159,VKT,UUYW,Vorkuta Airport
6160,UUA,UWKB,Bugulma Airport
6161,JOK,UWKJ,Yoshkar-Ola Airport
6162,CSY,UWKS,Cheboksary Airport
6163,ULY,UWLW,Ulyanovsk East Airport
6164,OSW,UWOR,Orsk Airport
6165,PEZ,UWPP,Penza Airport
6166,SKX,UWPS,Saransk Airport
6167,BWO,UWSB,Balakovo Airport
6168,HBX,VAHB,Hubli Airport
6169,KCT,VCCK,Koggala Airport
6170,WRZ,VCCW,Weerawila Airport
6171,BBM,VDBG,Battambang Airport
6172,SHL,VEBI,Shillong Airport
6173,GAU,VEGT,Lokpriya Gopinath Bordoloi International Airport
6174,DMU,VEMR,Dimapur Airport
6175,TEZ,VETZ,Tezpur Airport
6176,BZL,VGBR,Barisal Airport
6177,HOE,VLHS,Ban Huoeisay Airport
6179,BHR,VNBP,Bharatpur Airport
6180,BDP,VNCG,Bhadrapur Airport
6181,MEY,VNMG,Meghauli Airport
6182,KEP,VNNG,Nepalgunj Airport
6183,GAN,VRMG,Gan International Airport
6184,HAQ,VRMH,Hanimaadhoo Airport
6185,KDO,VRMK,Kadhdhoo Airport
6186,MAQ,VTPM,Mae Sot Airport
6187,BMV,VVBM,Buon Ma Thuot Airport
6188,HPH,VVCI,Cat Bi International Airport
6189,CXR,VVCR,Cam Ranh Airport
6190,VCS,VVCS,Co Ong Airport
6191,VCA,VVCT,Can Tho International Airport
6192,DIN,VVDB,Dien Bien Phu Airport
6193,UIH,VVPC,Phu Cat Airport
6194,PXU,VVPK,Pleiku Airport
6195,VII,VVVH,Vinh Airport
6196,BMO,VYBM,Banmaw Airport
6197,TVY,VYDW,Dawei Airport
6198,KAW,VYKT,Kawthoung Airport
6199,LIW,VYLK,Loikaw Airport
6200,MNU,VYMM,Mawlamyine Airport
6201,BSX,VYPN,Pathein Airport
6202,PKK,VYPU,Pakhokku Airport
6203,SWQ,WADS,Sumbawa Besar Airport
6204,TMC,WADT,Tambolaka Airport
6205,BUI,WAJB,Bokondini Airport
6206,SEH,WAJS,Senggeh Airport
6207,TJS,WALG,Tanjung Harapan Airport
6208,DTD,WALJ,Datadawai Airport
6209,BEJ,WALK,Kalimarau Airport
6210,TJG,WAON,Warukin Airport
6211,SMQ,WAOS,Sampit(Hasan) Airport
6212,LUV,WAPL,Dumatumbun Airport
6213,ARD,WATM,Mali Airport
6214,BLG,WBGC,Belaga Airport
6215,LGL,WBGF,Long Lellang Airport
6216,ODN,WBGI,Long Seridan Airport
6217,MKM,WBGK,Mukah Airport
6218,BKM,WBGQ,Bakalalan Airport
6219,LWY,WBGW,Lawas Airport
6220,BBN,WBGZ,Bario Airport
6221,TMG,WBKM,Tomanggong Airport
6222,KUD,WBKT,Kudat Airport
6223,TKG,WIAT,Radin Inten II (Branti) Airport
6224,HLP,WIHH,Halim Perdanakusuma International Airport
6225,NTX,WION,Ranai Airport
6226,PSU,WIOP,Pangsuma Airport
6227,SQG,WIOS,Sintang(Susilo) Airport
6228,PDO,WIPQ,Pendopo Airport
6229,LSW,WITM,Malikus Saleh Airport
6230,PKG,WMPA,Pulau Pangkor Airport
6232,LBW,WRLB,Long Bawan Airport
6233,NNX,WRLF,Nunukan Airport
6234,LPU,WRLP,Long Apung Airport
6235,ALH,YABA,Albany Airport
6236,GYL,YARG,Argyle Airport
6237,AUU,YAUR,Aurukun Airport
6238,BCI,YBAR,Barcaldine Airport
6239,BDD,YBAU,Badu Island Airport
6240,BVI,YBDV,Birdsville Airport
6241,BHQ,YBHI,Broken Hill Airport
6242,HTI,YBHM,Hamilton Island Airport
6243,BEU,YBIE,Bedourie Airport
6244,BRK,YBKE,Bourke Airport
6245,BUC,YBKT,Burketown Airport
6246,GIC,YBOI,Boigu Airport
6247,OKY,YBOK,Oakey Airport
6248,BQL,YBOU,Boulia Airport
6249,BHS,YBTH,Bathurst Airport
6250,BLT,YBTR,Blackwater Airport
6251,CVQ,YCAR,Carnarvon Airport
6252,CAZ,YCBA,Cobar Airport
6253,CPD,YCBP,Coober Pedy Airport
6254,CNC,YCCT,Coconut Island Airport
6255,CNJ,YCCY,Cloncurry Airport
6256,CED,YCDU,Ceduna Airport
6257,CTN,YCKN,Cooktown Airport
6258,CMA,YCMU,Cunnamulla Airport
6259,CNB,YCNM,Coonamble Airport
6260,CUQ,YCOE,Coen Airport
6261,OOM,YCOM,Cooma Snowy Mountains Airport
6262,DMD,YDMG,Doomadgee Airport
6263,NLF,YDNI,Darnley Island Airport
6264,DPO,YDPO,Devonport Airport
6265,ELC,YELD,Elcho Island Airport
6266,EPR,YESP,Esperance Airport
6267,FLS,YFLI,Flinders Island Airport
6268,GET,YGEL,Geraldton Airport
6269,GLT,YGLA,Gladstone Airport
6270,GTE,YGTE,Groote Eylandt Airport
6271,GFF,YGTH,Griffith Airport
6272,HID,YHID,Horn Island Airport
6273,HOK,YHOO,Hooker Creek Airport
6274,MHU,YHOT,Mount Hotham Airport
6275,HGD,YHUG,Hughenden Airport
6276,JCK,YJLC,Julia Creek Airport
6277,KAX,YKBR,Kalbarri Airport
6278,KNS,YKII,King Island Airport
6279,KFG,YKKG,Kalkgurung Airport
6280,KRB,YKMB,Karumba Airport
6281,KWM,YKOW,Kowanyama Airport
6282,KUG,YKUB,Kubin Airport
6283,LNO,YLEO,Leonora Airport
6284,LEL,YLEV,Lake Evella Airport
6285,LDH,YLHI,Lord Howe Island Airport
6286,IRG,YLHR,Lockhart River Airport
6287,LSY,YLIS,Lismore Airport
6288,LHG,YLRD,Lightning Ridge Airport
6289,LRE,YLRE,Longreach Airport
6290,LER,YLST,Leinster Airport
6291,LVO,YLTN,Laverton Airport
6292,UBB,YMAA,Mabuiag Island Airport
6293,MKR,YMEK,Meekatharra Airport
6294,MIM,YMER,Merimbula Airport
6295,MGT,YMGB,Milingimbi Airport
6296,MNG,YMGD,Maningrida Airport
6297,MCV,YMHU,McArthur River Mine Airport
6298,MQL,YMIA,Mildura Airport
6299,MMG,YMOG,Mount Magnet Airport
6300,MRZ,YMOR,Moree Airport
6301,MOV,YMRB,Moranbah Airport
6302,MYA,YMRY,Moruya Airport
6303,MGB,YMTG,Mount Gambier Airport
6304,ONG,YMTI,Mornington Island Airport
6305,MYI,YMUI,Murray Island Airport
6306,MBH,YMYB,Maryborough Airport
6307,NRA,YNAR,Narrandera Airport
6308,NAA,YNBR,Narrabri Airport
6309,NTN,YNTN,Normanton Airport
6310,ZNE,YNWN,Newman Airport
6311,OLP,YOLD,Olympic Dam Airport
6312,PUG,YPAG,Port Augusta Airport
6313,PMK,YPAM,Palm Island Airport
6314,PBO,YPBO,Paraburdoo Airport
6315,CCK,YPCC,Cocos (Keeling) Islands Airport
6316,GOV,YPGV,Gove Airport
6317,PKE,YPKS,Parkes Airport
6318,PLO,YPLC,Port Lincoln Airport
6319,EDR,YPMP,Pormpuraaw Airport
6320,PQQ,YPMQ,Port Macquarie Airport
6321,PTJ,YPOD,Portland Airport
6322,ULP,YQLP,Quilpie Airport
6323,RAM,YRNG,Ramingining Airport
6324,RMA,YROM,Roma Airport
6325,SGO,YSGE,St George Airport
6326,MJK,YSHK,Shark Bay Airport
6327,SBR,YSII,Saibai Island Airport
6328,SRN,YSRN,Strahan Airport
6329,XTG,YTGM,Thargomindah Airport
6330,TCA,YTNK,Tennant Creek Airport
6331,VCD,YVRD,Victoria River Downs Airport
6332,SYU,YWBS,Warraber Island Airport
6333,WNR,YWDH,Windorah Airport
6334,WYA,YWHA,Whyalla Airport
6335,WUN,YWLU,Wiluna Airport
6336,WOL,YWOL,Wollongong Airport
6337,WIN,YWTN,Winton Airport
6338,BWT,YWYY,Wynyard Airport
6339,OKR,YYKI,Yorke Island Airport
6340,XMY,YYMI,Yam Island Airport
6341,NAY,ZBNY,Beijing Nanyuan Airport
6342,CIF,ZBCF,Chifeng Airport
6343,CIH,ZBCZ,Changzhi Airport
6344,DAT,ZBDT,Datong Airport
6345,HET,ZBHH,Baita International Airport
6346,BAV,ZBOW,Baotou Airport
6347,SJW,ZBSJ,Shijiazhuang Daguocun International Airport
6348,TGO,ZBTL,Tongliao Airport
6349,HLH,ZBUL,Ulanhot Airport
6350,XIL,ZBXH,Xilinhot Airport
6351,BHY,ZGBH,Beihai Airport
6352,CGD,ZGCD,Changde Airport
6353,DYG,ZGDY,Dayong Airport
6354,MXZ,ZGMX,Meixian Airport
6355,ZUH,ZGSD,Zhuhai Jinwan Airport
6356,LZH,ZGZH,Liuzhou Bailian Airport
6357,ZHA,ZGZJ,Zhanjiang Airport
6358,ENH,ZHES,Enshi Airport
6359,NNY,ZHNY,Nanyang Jiangying Airport
6360,XFN,ZHXF,Xiangyang Liuji Airport
6361,YIH,ZHYC,Yichang Sanxia Airport
6362,AKA,ZLAK,Ankang Wulipu Airport
6363,GOQ,ZLGM,Golmud Airport
6364,HZG,ZLHZ,Hanzhong Chenggu Airport
6365,IQN,ZLQY,Qingyang Airport
6366,XNN,ZLXN,Xining Caojiabu Airport
6367,ENY,ZLYA,Yan'an Ershilipu Airport
6368,UYN,ZLYL,Yulin Yuyang Airport
6369,AVK,ZMAH,Arvaikheer Airport
6370,LTI,ZMAT,Altai Airport
6371,BYN,ZMBH,Bayankhongor Airport
6372,DLZ,ZMDZ,Dalanzadgad Airport
6373,HVD,ZMKD,Khovd Airport
6374,MXV,ZMMN,Mörön Airport
6375,DIG,ZPDQ,Diqing Airport
6376,LUM,ZPLX,Mangshi Airport
6377,SYM,ZPSM,Pu'er Simao Airport
6378,ZAT,ZPZT,Zhaotong Airport
6379,KOW,ZSGZ,Ganzhou Airport
6380,JDZ,ZSJD,Jingdezhen Airport
6381,JIU,ZSJJ,Jiujiang Lushan Airport
6382,JUZ,ZSJU,Quzhou Airport
6383,LYG,ZSLG,Lianyungang Airport
6384,HYN,ZSLQ,Huangyan Luqiao Airport
6385,LYI,ZSLY,Shubuling Airport
6386,JJN,ZSQZ,Quanzhou Jinjiang International Airport
6387,TXN,ZSTX,Tunxi International Airport
6388,WEF,ZSWF,Weifang Airport
6389,WEH,ZSWH,Weihai Airport
6390,WUX,ZSWX,Sunan Shuofang International Airport
6391,WUS,ZSWY,Nanping Wuyishan Airport
6392,WNZ,ZSWZ,Wenzhou Longwan International Airport
6393,YNZ,ZSYN,Yancheng Airport
6394,YIW,ZSYW,Yiwu Airport
6395,HSN,ZSZS,Zhoushan Airport
6396,BPX,ZUBD,Qamdo Bangda Airport
6397,DAX,ZUDX,Dachuan Airport
6398,GYS,ZUGU,Guangyuan Airport
6399,LZO,ZULZ,Luzhou Airport
6400,MIG,ZUMY,Mianyang Airport
6401,NAO,ZUNC,Nanchong Airport
6402,LZY,ZUNZ,Nyingchi Airport
6403,WXN,ZUWX,Wanxian Airport
6404,AKU,ZWAK,Aksu Airport
6405,IQM,ZWCM,Qiemo Yudu Airport
6406,KCA,ZWKC,Kuqa Airport
6407,KRL,ZWKL,Korla Airport
6408,KRY,ZWKM,Karamay Airport
6409,YIN,ZWYN,Yining Airport
6410,HEK,ZYHE,Heihe Airport
6411,JMU,ZYJM,Jiamusi Airport
6412,JNZ,ZYJZ,Jinzhou Airport
6413,NDG,ZYQQ,Qiqihar Sanjiazi Airport
6414,YNJ,ZYYJ,Yanji Chaoyangchuan Airport
6415,WKL,HI07,Waikoloa Heliport
6419,WME,YMNE,Mount Keith Airport
6420,LRV,SVRS,Los Roques Airport
6421,IOR,EIIM,Inishmore Aerodrome
6422,NNR,EICA,Connemara Regional Airport
6423,GTI,EDCG,Rügen Airport
6424,EZV,USHB,Berezovo Airport
6425,,EPSD,Szczecin-Dąbie Airport
6426,ORH,KORH,Worcester Regional Airport
6427,AQG,ZSAQ,Anqing Tianzhushan Airport
6429,SHP,ZBSH,Shanhaiguan Airport
6430,YCU,ZBYC,Yuncheng Guangong Airport
6431,,ZLAN,Lanzhou City Airport
6432,JGN,ZLJQ,Jiayuguan Airport
6433,DDG,ZYDD,Dandong Airport
6434,DSN,ZBDS,Ordos Ejin Horo Airport
6435,PZI,ZUZH,Bao'anying Airport
6445,PWT,KPWT,Bremerton National Airport
6446,SPW,KSPW,Spencer Municipal Airport
6447,JEF,KJEF,Jefferson City Memorial Airport
6450,,EDMT,Tannheim Airfield
6454,UNT,EGPW,Unst Airport
6455,,WA19,Berkley Structures Heliport
6456,PVC,KPVC,Provincetown Municipal Airport
6458,,WBAK,Anduki Airport
6460,SBH,TFFJ,Gustaf III Airport
6464,KMW,UUBA,Kostroma Sokerkino Airport
6465,SUI,UGSS,Sukhumi Dranda Airport
6466,TBW,UUOT,Donskoye Airport
6467,OBN,EGEO,Oban Airport
6477,ERM,SSER,Erechim Airport
6478,,LSGP,La Côte Airport
6479,CVF,LFLJ,Courchevel Airport
6481,FUL,KFUL,Fullerton Municipal Airport
6482,USA,KJQF,Concord-Padgett Regional Airport
6483,,EGHN,Isle of Wight / Sandown Airport
6485,NVI,UTSA,Navoi Airport
6487,,LFCD,Andernos Les Bains Airport
6489,,EDOI,Bienenfarm Airport
6492,QSF,DAAS,Ain Arnat Airport
6493,LRH,LFBH,La Rochelle-Île de Ré Airport
6494,SUN,KSUN,Friedman Memorial Airport
6497,,LSGY,Yverdon-les-Bains Airport
6499,,EPBA,Bielsko Biala Airport
6500,MCW,KMCW,Mason City Municipal Airport
6505,AZA,KIWA,Phoenix-Mesa-Gateway Airport
6506,XAU,SOOS,Saúl Airport
6511,,NZTL,Tekapo Aerodrome
6519,,LOGO,Niederoeblarn Airport
6520,,LOAV,Vöslau Airport
6522,,EDHE,Uetersen/Heist Airport
6712,AKP,PAKP,Anaktuvuk Pass Airport
6713,ANV,PANV,Anvik Airport
6714,ATK,PATQ,Atqasuk Edward Burnell Sr Memorial Airport
6715,GAM,PAGM,Gambell Airport
6716,HPB,PAHP,Hooper Bay Airport
6717,KAL,PAKV,Kaltag Airport
6718,KSM,PASM,St Mary's Airport
6719,KVL,PAVL,Kivalina Airport
6720,MYU,PAMY,Mekoryuk Airport
6722,RBY,PARY,Ruby Airport
6723,SHH,PASH,Shishmaref Airport
6724,SVA,PASA,Savoonga Airport
6725,WTK,PAWN,Noatak Airport
6726,OMC,RPVO,Ormoc Airport
6727,YPX,CYPX,Puvirnituq Airport
6728,YTQ,CYTQ,Tasiujaq Airport
6729,ARC,PARC,Arctic Village Airport
6730,QOW,DNIM,Sam Mbakwe International Airport
6731,FON,MRAN,Arenal Airport
6732,TMU,MRTR,Tambor Airport
6733,CYZ,RPUY,Cauayan Airport
6734,KVK,ULMK,Kirovsk-Apatity Airport
6735,GVR,SBGV,Coronel Altino Machado de Oliveira Airport
6736,KPC,PAPC,Port Clarence Coast Guard Station
6737,PJA,ESUP,Pajala Airport
6738,QBC,CYBD,Bella Coola Airport
6739,HGR,KHGR,Hagerstown Regional Richard A Henson Field
6740,ACR,SKAC,Araracuara Airport
6741,GOP,VEGK,Gorakhpur Airport
6742,SDP,PASD,Sand Point Airport
6743,HMI,ZWHM,Hami Airport
6744,WUZ,ZGWZ,Wuzhou Changzhoudao Airport
6745,TBH,RPVU,Tugdan Airport
6746,ACP,OITM,Sahand Airport
6747,GBT,OING,Gorgan Airport
6748,IIL,OICI,Ilam Airport
6749,PFQ,OITP,Parsabade Moghan Airport
6751,,SPCH,Tocache Airport
6752,TCG,ZWTC,Tacheng Airport
6753,MQM,LTCR,Mardin Airport
6754,AFS,UTSN,Sugraly Airport
6755,DRG,PADE,Deering Airport
6756,LEN,LELN,Leon Airport
6757,RGS,LEBG,Burgos Airport
6758,EGM,AGGS,Sege Airport
6759,CQD,OIFS,Shahrekord Airport
6760,DHM,VIGG,Kangra Airport
6761,NDC,VAND,Nanded Airport
6762,SLV,VISM,Shimla Airport
6763,IGG,PAIG,Igiugig Airport
6764,KNW,PANW,New Stuyahok Airport
6765,KVC,PAVC,King Cove Airport
6766,PTH,PAPH,Port Heiden Airport
6767,TOG,PATG,Togiak Airport
6768,EGN,HSGN,Geneina Airport
6769,LKH,WBGL,Long Akah Airport
6771,WLH,NVSW,Walaha Airport
6772,CHG,ZYCY,Chaoyang Airport
6773,UAS,HKSB,Buffalo Spring
6774,BHG,MHBL,Brus Laguna Airport
6775,YVB,CYVB,Bonaventure Airport
6776,SKT,OPST,Sialkot Airport
6777,PDP,SULS,Capitan Corbeta CA Curbelo International Airport
6778,WVB,FYWB,Walvis Bay Airport
6779,MPA,FYKM,Katima Mulilo Airport
6780,AOE,LTBY,Anadolu Airport
6781,CKZ,LTBH,Çanakkale Airport
6782,MSR,LTCK,Muş Airport
6783,NOP,LTCM,Sinop Airport
6784,TEQ,LTBU,Tekirdağ Çorlu Airport
6785,YEI,LTBR,Bursa Yenişehir Airport
6786,LSS,TFFS,Terre-de-Haut Airport
6787,KMV,VYKL,Kalay Airport
6788,VQS,TJCG,Vieques Airport
6789,YIF,CYIF,St Augustin Airport
6790,HDM,OIHH,Hamadan Airport
6791,MRQ,RPUW,Marinduque Airport
6792,GFN,YGFN,Grafton Airport
6793,OAG,YORG,Orange Airport
6794,TRO,YTRE,Taree Airport
6795,COQ,ZMCD,Choibalsan Airport
6797,HOH,LOIH,Hohenems-Dornbirn Airport
6798,,EDWM,Weser-Wümme Airport
6799,,LOAG,Krems Airport
6800,ESC,KESC,Delta County Airport
6803,YAK,PAYA,Yakutat Airport
6805,GUL,YGLB,Goulburn Airport
6806,CES,YCNK,Cessnock Airport
6807,NSO,YSCO,Scone Airport
6808,DGE,YMDG,Mudgee Airport
6809,MTL,YMND,Maitland Airport
6814,CPX,TJCP,Benjamin Rivera Noriega Airport
6816,,LSTA,Raron Airport
6819,,UMMB,Borovaya Airfield
6823,,LSPA,Amlikon Glider Airport
6824,,LSZT,Lommis Airfield
6825,MWA,KMWA,Williamson County Regional Airport
6826,,KBMQ,Burnet Municipal Kate Craddock Field
6829,OCN,KOKB,Oceanside Municipal Airport
6830,,EDAS,Flugplatz Finsterwalde/Heinrichsruh
6832,KIK,ORKK,Kirkuk Air Base
6833,XJD,OTBH,Al Udeid Air Base
6834,GBZ,NZGB,Great Barrier Aerodrome
6837,IMT,KIMT,Ford Airport
6838,,KMQT,Marquette Airport
6839,AET,PFAL,Allakaket Airport
6840,,EDLD,Dinslaken/Schwarze Heide Airport
6841,,EDVI,Höxter-Holzminden Airport
6843,,RJAN,Niijima Airport
6844,MGC,KMGC,Michigan City Municipal Airport
6845,SWD,PAWD,Seward Airport
6849,GRM,KCKC,Grand Marais Cook County Airport
6853,AUW,KAUW,Wausau Downtown Airport
6855,,EKKL,Kalundborg Airport
6859,MYP,UTAM,Mary Airport
6860,,YBUU,Bungle Bungle Airport
6862,,LKSZ,Sazená Airport
6866,,FVSV,Spray View Airport
6867,MVA,BIRL,Reykjahlíð Airport
6868,QSA,LELL,Sabadell Airport
6870,WSY,YWHI,Whitsunday Island Airport
6871,MIE,KMIE,Delaware County Johnson Field
6873,LAF,KLAF,Purdue University Airport
6876,,KGEO,Brown County Airport
6877,VGT,KVGT,North Las Vegas Airport
6878,ENW,KENW,Kenosha Regional Airport
6880,MTJ,KMTJ,Montrose Regional Airport
6881,RIW,KRIW,Riverton Regional Airport
6883,PDT,KPDT,Eastern Oregon Regional At Pendleton Airport
6886,LYM,EGMK,Lympne Airport
6887,PKH,LGHL,Porto Cheli Airport
6894,,LOWZ,Zell Am See Airport
6896,,YAMB,RAAF Base Amberley
6897,KTR,YPTN,Tindal Airport
6898,,YLVT,"RAAF Williams, Laverton Base"
6899,NOA,YSNW,Nowra Airport
6905,UCK,UKLC,Lutsk Airport
6906,CEJ,UKRR,Chernihiv Shestovitsa Airport
6907,,UKLT,Ternopil International Airport
6908,BQT,UMBB,Brest Airport
6909,OSH,KOSH,Wittman Regional Airport
6910,,EDXP,Harle Airport
6911,AGE,EDWG,Wangerooge Airport
6914,,YPEA,RAAF Base Pearce
6915,BXG,YBDG,Bendigo Airport
6916,EAT,KEAT,Pangborn Memorial Airport
6917,ARE,TJAB,Antonio Nery Juarbe Pol Airport
6918,RIN,AGRC,Ringi Cove Airport
6922,KCK,UIKK,Kirensk Airport
6924,UKX,UITT,Ust-Kut Airport
6926,RMT,NTAM,Rimatara Airport
6927,,LSPN,Triengen Airport
6928,QLS,LSGL,Lausanne-Blécherette Airport
6929,,LSZK,Speck-Fehraltorf Airport
6930,ZJI,LSZL,Locarno Airport
6931,QNC,LSGN,Neuchatel Airport
6932,TGK,URRT,Taganrog Yuzhny Airport
6933,GDZ,URKG,Gelendzhik Airport
6934,ZIA,UUBW,Zhukovsky International Airport
6935,,UIIR,Irkutsk Northwest Airport
6936,,UHHT,Khabarovsk Airport
6937,,UHKD,Dzemgi Airport
6939,,UIIB,Belaya Air Base
6940,IAR,UUDL,Tunoshna Airport
6943,OHE,ZYMH,Gu-Lian Airport
6944,JNG,ZLJN,Jining Qufu Airport
6945,DRK,MRDK,Drake Bay Airport
6946,AAT,ZWAT,Altay Air Base
6947,TZL,LQTZ,Tuzla International Airport
6948,FWH,KNFW,NAS Fort Worth JRB/Carswell Field
6949,NYT,VYEL,Naypyidaw Airport
6950,,VYXG,Kyaukhtu South Airport
6951,,ENJA,Jan Mayensfield
6952,VBP,VYBP,Bokpyinn Airport
6954,NZH,ZBMZ,Manzhouli Xijiao Airport
6955,WUA,ZBUH,Wuhai Airport
6956,GYY,KGYY,Gary Chicago International Airport
6957,BRD,KBRD,Brainerd Lakes Regional Airport
6958,LWB,KLWB,Greenbrier Valley Airport
6959,PGV,KPGV,Pitt Greenville Airport
6960,CYF,PACK,Chefornak Airport
6961,OXR,KOXR,Oxnard Airport
6962,BKG,KBBG,Branson Airport
6963,TEN,ZUTR,Tongren Fenghuang Airport
6964,JGS,ZSJA,Jinggangshan Airport
6967,NIU,NTKN,Naiu Airport
6968,SCH,KSCH,Schenectady County Airport
6969,NBC,UWKE,Begishevo Airport
6972,QRW,DNSU,Warri Airport
6973,,EHVK,Volkel Air Base
6974,IAO,RPNS,Siargao Airport
6975,LGO,EDWL,Langeoog Airport
6984,,LSZP,Biel-Kappelen Airport
6985,NLP,FANS,Nelspruit Airport
6986,CKC,UKKE,Cherkasy International Airport
6989,UST,KSGJ,Northeast Florida Regional Airport
6990,NLV,UKON,Mykolaiv International Airport
6991,RHP,VNRC,Ramechhap Airport
6992,STS,KSTS,Charles M. Schulz Sonoma County Airport
