ID,IATA,ICAO,name
4326,HVG,ENHV,Valan Airport
4327,MEH,ENMH,Mehamn Airport
4328,VDS,ENVD,Vadsø Airport
4330,IKA,OIIE,Imam Khomeini International Airport
4331,MHD,OIMM,Mashhad International Airport
4333,UIK,UIBS,Ust-Ilimsk Airport
4335,MEI,KMEI,Key Field
4336,SPI,KSPI,Abraham Lincoln Capital Airport
4338,CEZ,KCEZ,Cortez Municipal Airport
4339,HDN,KHDN,Yampa Valley Airport
4340,GUP,KGUP,Gallup Municipal Airport
4341,LBL,KLBL,Liberal Mid-America Regional Airport
4342,LAA,KLAA,Lamar Municipal Airport
4343,GLD,KGLD,Renner Field-Goodland Municipal Airport
4344,COD,KCOD,Yellowstone Regional Airport
4345,HOV,ENOV,"Ørsta-Volda Airport, Hovden"
4347,ISC,EGHE,St. Mary's Airport
4348,SGF,KSGF,Springfield Branson National Airport
4349,NVK,ENNK,Narvik Framnes Airport
4350,BVG,ENBV,Berlevåg Airport
4351,FBU,ENFB,"Oslo, Fornebu Airport"
4352,NSK,UOOO,Norilsk-Alykel Airport
4353,AAQ,URKA,Anapa Vityazevo Airport
4354,JLN,KJLN,Joplin Regional Airport
4355,ABE,KABE,Lehigh Valley International Airport
4356,XNA,KXNA,Northwest Arkansas Regional Airport
4357,GUW,UATG,Atyrau Airport
4358,KZO,UAOO,Kzyl-Orda Southwest Airport
4359,SBN,KSBN,South Bend Regional Airport
4360,BKA,UUBB,Bykovo Airport
4362,ARH,ULAA,Talagi Airport
4363,RTW,UWSS,Saratov Central Airport
4364,NUX,USMU,Novy Urengoy Airport
4365,NOJ,USRO,Noyabrsk Airport
4367,SCO,UATE,Aktau Airport
4368,UCT,UUYH,Ukhta Airport
4369,USK,UUYS,Usinsk Airport
4370,PEX,UUYP,Pechora Airport
4371,NNM,ULAM,Naryan Mar Airport
4372,PKV,ULOO,Pskov Airport
4373,KGP,USRK,Kogalym International Airport
4374,KJA,UNKL,Yemelyanovo Airport
4375,KGF,UAKK,Sary-Arka Airport
4376,,UNCC,Novosibirsk North Airport
4377,URJ,USHU,Uray Airport
4379,IWA,UUBI,Ivanovo South Airport
4380,CGQ,ZYCC,Longjia Airport
4381,KIJ,RJSN,Niigata Airport
4382,JON,PJON,Johnston Atoll Airport
4383,SMD,KSMD,Smith Field
4384,ACV,KACV,California Redwood Coast-Humboldt County Airport
4386,OAJ,KOAJ,Albert J Ellis Airport
4387,TCL,KTCL,Tuscaloosa Regional Airport
4388,DBQ,KDBQ,Dubuque Regional Airport
4390,HHP,VHST,Shun Tak Heliport
5404,ATD,AGAT,Uru Harbour Airport
5405,AKS,AGGA,Gwaunaru'u Airport
5406,BAS,AGGE,Ballalae Airport
5407,FRE,AGGF,Fera/Maringe Airport
5408,MBU,AGGI,Babanakira Airport
5409,IRA,AGGK,Ngorangora Airport
5410,SCZ,AGGL,Santa Cruz/Graciosa Bay/Luova Airport
5411,MUA,AGGM,Munda Airport
5412,GZO,AGGN,Nusatupe Airport
5413,MNY,AGGO,Mono Airport
5414,RNL,AGGR,Rennell/Tingoa Airport
5415,RUS,AGGU,Marau Airport
5416,VAO,AGGV,Suavanao Airport
5417,KGE,AGKG,Kaghau Airport
5418,RBV,AGRM,Ramata Airport
5419,BUA,AYBK,Buka Airport
5420,CMU,AYCH,Chimbu Airport
5421,DAU,AYDU,Daru Airport
5422,GUR,AYGN,Gurney Airport
5423,PNP,AYGR,Girua Airport
5424,HKN,AYHK,Kimbe Airport
5425,UNG,AYKI,Kiunga Airport
5426,KRI,AYKK,Kikori Airport
5427,KMA,AYKM,Kerema Airport
5428,KVG,AYKV,Kavieng Airport
5429,MDU,AYMN,Mendi Airport
5430,MAS,AYMO,Momote Airport
5431,MXH,AYMR,Moro Airport
5432,MIS,AYMS,Misima Island Airport
5433,TIZ,AYTA,Tari Airport
5434,TBG,AYTB,Tabubil Airport
5435,RAB,AYTK,Tokua Airport
5436,VAI,AYVN,Vanimo Airport
5437,WBM,AYWD,Wapenamanda Airport
5438,LLU,BGAP,Alluitsup Paa Heliport
5439,CNP,BGCO,Neerlerit Inaat Airport
5440,JFR,BGFH,Paamiut Heliport
5441,JGO,BGGN,Qeqertarsuaq Heliport
5442,JJU,BGJH,Qaqortoq Heliport
5443,JSU,BGMQ,Maniitsoq Airport
5444,JNN,BGNN,Nanortalik Heliport
5445,JNS,BGNS,Narsaq Heliport
5446,NAQ,BGQQ,Qaanaaq Airport
5447,JHS,BGSS,Sisimiut Airport
5448,JUV,BGUK,Upernavik Airport
5449,JQA,BGUQ,Qaarsut Airport
5450,GRY,BIGR,Grímsey Airport
5452,THO,BITN,Thorshofn Airport
5453,VPN,BIVO,Vopnafjörður Airport
5456,YWS,CAE5,Whistler/Green Lake Water Aerodrome
5457,YAA,CAJ4,Anahim Lake Airport
5458,YWM,CCA6,Williams Harbour Airport
5459,YFX,CCK4,St. Lewis (Fox Harbour) Airport
5460,YHA,CCP4,Port Hope Simpson Airport
5461,YRG,CCZ2,Rigolet Airport
5462,YCK,CEB3,Colville Lake Airport
5463,YLE,CEM3,Whatì Airport
5464,SUR,CJV7,Summer Beaver Airport
5465,YAX,CKB6,Wapekeka Airport
5466,WNN,CKL3,Wunnumin Lake Airport
5467,YNO,CKQ3,North Spirit Lake Airport
5468,XBE,CNE3,Bearskin Lake Airport
5469,KIF,CNM5,Kingfisher Lake Airport
5470,YOG,CNT3,Ogoki Post Airport
5471,YHP,CPV7,Poplar Hill Airport
5472,YKU,CSU2,Chisasibi Airport
5473,ZTB,CTB6,Tête-à-la-Baleine Airport
5474,ZLT,CTU5,La Tabatière Airport
5478,YAC,CYAC,Cat Lake Airport
5479,YAG,CYAG,Fort Frances Municipal Airport
5480,XKS,CYAQ,Kasabonika Airport
5481,YKG,CYAS,Kangirsuk Airport
5482,YAT,CYAT,Attawapiskat Airport
5483,,CYAX,Lac Du Bonnet Airport
5484,YBE,CYBE,Uranium City Airport
5485,YBX,CYBX,Lourdes de Blanc Sablon Airport
5486,YRF,CYCA,Cartwright Airport
5487,YCS,CYCS,Chesterfield Inlet Airport
5488,YDP,CYDP,Nain Airport
5489,YER,CYER,Fort Severn Airport
5490,YFA,CYFA,Fort Albany Airport
5491,YFH,CYFH,Fort Hope Airport
5492,YMN,CYFT,Makkovik Airport
5493,YGB,CYGB,Texada Gillies Bay Airport
5494,YGO,CYGO,Gods Lake Narrows Airport
5495,YGT,CYGT,Igloolik Airport
5496,YGW,CYGW,Kuujjuarapik Airport
5497,YGX,CYGX,Gillam Airport
5498,YGZ,CYGZ,Grise Fiord Airport
5499,YQC,CYHA,Quaqtaq Airport
5500,CXH,CYHC,Vancouver Harbour Water Aerodrome
5501,YNS,CYHH,Nemiscau Airport
5502,YHO,CYHO,Hopedale Airport
5503,YHR,CYHR,Chevery Airport
5504,YIK,CYIK,Ivujivik Airport
5505,YIV,CYIV,Island Lake Airport
5506,AKV,CYKO,Akulivik Airport
5507,YKQ,CYKQ,Waskaganish Airport
5508,YPJ,CYLA,Aupaluk Airport
5509,YLC,CYLC,Kimmirut Airport
5510,YLH,CYLH,Lansdowne House Airport
5511,,CYSG,St Georges Airport
5512,XGR,CYLU,Kangiqsualujjuaq (Georges River) Airport
5513,YMH,CYMH,Mary's Harbour Airport
5514,YMT,CYMT,Chapais Airport
5515,YUD,CYMU,Umiujaq Airport
5516,YNC,CYNC,Wemindji Airport
5517,YNE,CYNE,Norway House Airport
5518,YNL,CYNL,Points North Landing Airport
5519,YOH,CYOH,Oxford House Airport
5520,YPH,CYPH,Inukjuak Airport
5521,YPM,CYPM,Pikangikum Airport
5522,YPO,CYPO,Peawanuck Airport
5523,YPW,CYPW,Powell River Airport
5524,YQD,CYQD,The Pas Airport
5525,YQN,CYQN,Nakina Airport
5526,YRA,CYRA,Rae Lakes Airport
5527,YRL,CYRL,Red Lake Airport
5528,YSF,CYSF,Stony Rapids Airport
5529,YSK,CYSK,Sanikiluaq Airport
5530,YST,CYST,St. Theresa Point Airport
5531,YTL,CYTL,Big Trout Lake Airport
5532,YVZ,CYVZ,Deer Lake Airport
5533,YWP,CYWP,Webequie Airport
5534,YXN,CYXN,Whale Cove Airport
5535,YZG,CYZG,Salluit Airport
5536,ZAC,CZAC,York Landing Airport
5537,ILF,CZBD,Ilford Airport
5538,ZBF,CZBF,Bathurst Airport
5539,ZEM,CZEM,Eastmain River Airport
5540,ZFD,CZFD,Fond-Du-Lac Airport
5541,ZGI,CZGI,Gods River Airport
5542,ZJN,CZJN,Swan River Airport
5543,ZKE,CZKE,Kashechewan Airport
5544,MSA,CZMD,Muskrat Dam Airport
5545,ZMT,CZMT,Masset Airport
5546,ZPB,CZPB,Sachigo Lake Airport
5547,ZRJ,CZRJ,Round Lake (Weagamow Lake) Airport
5548,ZSJ,CZSJ,Sandy Lake Airport
5549,ZTM,CZTM,Shamattawa Airport
5550,ZUM,CZUM,Churchill Falls Airport
5551,ZWL,CZWL,Wollaston Lake Airport
5552,BLJ,DABT,Batna Airport
5553,CBH,DAOR,Béchar Boudghene Ben Ali Lotfi Airport
5554,BMW,DATM,Bordj Badji Mokhtar Airport
5555,ELU,DAUO,Guemar Airport
5556,KMS,DGSI,Kumasi Airport
5557,HDF,EDAH,Heringsdorf Airport
5558,HEI,EDXB,Heide-Büsum Airport
5559,HGL,EDXH,Helgoland-Düne Airport
5560,SJY,EFSI,Seinäjoki Airport
5561,NQT,EGBN,Nottingham Airport
5562,DSA,EGCN,Robin Hood Doncaster Sheffield Airport
5563,CAL,EGEC,Campbeltown Airport
5564,EOI,EGED,Eday Airport
5565,FIE,EGEF,Fair Isle Airport
5566,NRL,EGEN,North Ronaldsay Airport
5567,PPW,EGEP,Papa Westray Airport
5568,SOY,EGER,Stronsay Airport
5569,NDY,EGES,Sanday Airport
5570,LWK,EGET,Lerwick / Tingwall Airport
5571,WRY,EGEW,Westray Airport
5572,LEQ,EGHC,Land's End Airport
5573,PZE,EGHK,Penzance Heliport
5574,VLY,EGOV,Anglesey Airport
5575,BRR,EGPR,Barra Airport
5577,CFN,EIDL,Donegal Airport
5578,,EIWT,Weston Airport
5579,CNL,EKSN,Sindal Airport
5580,LKN,ENLK,Leknes Airport
5581,OSY,ENNM,Namsos Høknesøra Airport
5582,MQN,ENRA,"Mo i Rana Airport, Røssvoll"
5583,RVK,ENRM,"Rørvik Airport, Ryum"
5584,RET,ENRS,Røst Airport
5585,SDN,ENSD,Sandane Airport (Anda)
5586,SOG,ENSG,Sogndal Airport
5587,SVJ,ENSH,Svolvær Helle Airport
5588,SOJ,ENSR,Sørkjosen Airport
5589,VAW,ENSS,"Vardø Airport, Svartnes"
5590,VRY,ENVR,Værøy Heliport
5591,BZG,EPBY,Bydgoszcz Ignacy Jan Paderewski Airport
5592,LCJ,EPLL,Łódź Władysław Reymont Airport
5593,OSD,ESNZ,Åre Östersund Airport
5594,HFS,ESOH,Hagfors Airport
5595,KSD,ESOK,Karlstad Airport
5596,TYF,ESST,Torsby Airport
5597,AGH,ESTA,Ängelholm-Helsingborg Airport
5598,SQO,ESUD,Storuman Airport
5599,HMV,ESUT,Hemavan Airport
5602,VNT,EVVA,Ventspils International Airport
5603,QRA,FAGM,Rand Airport
5604,MQP,FAKN,Kruger Mpumalanga International Airport
5605,AAM,FAMD,Malamala Airport
5606,MBD,FAMM,Mmabatho International Airport
5607,GNZ,FBGZ,Ghanzi Airport
5608,ORP,FBOR,Orapa Airport
5609,SWX,FBSW,Shakawe Airport
5610,TLD,FBTL,Limpopo Valley Airport
5611,DIS,FCPL,Ngot Nzoungou Airport
5612,CIP,FLCP,Chipata Airport
5613,,KSLI,Los Alamitos Army Air Field
5614,YVA,FMCN,Iconi Airport
5615,WAQ,FMMG,Antsalova Airport
5616,JVA,FMMK,Ankavandra Airport
5617,BMD,FMML,Belo sur Tsiribihina Airport
5618,MXT,FMMO,Maintirano Airport
5619,TVA,FMMR,Morafenobe Airport
5620,WTA,FMMU,Tambohorano Airport
5621,WTS,FMMX,Tsiroanomandidy Airport
5622,WAM,FMMZ,Ambatondrazaka Airport
5623,WPB,FMNG,Port Bergé Airport
5624,,FMNJ,Ambanja Airport
5625,DWB,FMNO,Soalala Airport
5626,WMP,FMNP,Mampikony Airport
5627,,KTTS,Nasa Shuttle Landing Facility Airport
5628,WMA,FMNX,Mandritsara Airport
5629,MJA,FMSJ,Manja Airport
5630,CBT,FNCT,Catumbela Airport
5631,DUE,FNDU,Dundo Airport
5632,VPE,FNGI,Ngjiva Pereira Airport
5633,MSZ,FNMO,Namibe Airport
5634,KOU,FOGK,Koulamoutou Mabimbi Airport
5635,MJL,FOGM,Mouilla Ville Airport
5636,TCH,FOOT,Tchibanga Airport
5637,VPY,FQCH,Chimoio Airport
5639,SRH,FTTA,Sarh Airport
5640,CMK,FWCM,Club Makokola Airport
5641,LUD,FYLZ,Luderitz Airport
5642,OND,FYOA,Ondangwa Airport
5643,OMD,FYOG,Oranjemund Airport
5644,SWP,FYSM,Swakopmund Airport
5645,ERS,FYWE,Eros Airport
5646,BOA,FZAJ,Boma Airport
5647,MAT,FZAM,Tshimpi Airport
5648,INO,FZBA,Inongo Airport
5649,NIO,FZBI,Nioki Airport
5650,KRZ,FZBT,Basango Mboliasa Airport
5651,BSU,FZEN,Basankusu Airport
5652,TSH,FZUK,Tshikapa Airport
5653,LJA,FZVA,Lodja Airport
5654,PFR,FZVS,Ilebo Airport
5657,OUK,EGOU,Outer Skerries Airport
5659,GMZ,GCGM,La Gomera Airport
5662,BTE,GFBN,Sherbro International Airport
5663,KBS,GFBO,Bo Airport
5664,KEN,GFKE,Kenema Airport
5665,OXB,GGOV,Osvaldo Vieira International Airport
5669,SMW,GMMA,Smara Airport
5670,VIL,GMMH,Dakhla Airport
5671,ESU,GMMI,Mogador Airport
5672,EUN,GMML,Hassan I Airport
5673,NDR,GMMW,Nador International Airport
5674,RAI,GVNP,Praia International Airport
5675,SFL,GVSF,São Filipe Airport
5676,BCO,HABC,Baco Airport
5677,BEI,HABE,Beica Airport
5678,DSE,HADC,Combolcha Airport
5679,DEM,HADD,Dembidollo Airport
5680,GDE,HAGO,Gode Airport
5681,GOR,HAGR,Gore Airport
5682,ABK,HAKD,Kabri Dehar Airport
5683,MTF,HAMT,Mizan Teferi Airport
5684,TIE,HATP,Tippi Airport
5685,ALU,HCMA,Alula Airport
5686,BSA,HCMF,Bosaso Airport
5687,MGQ,HCMM,Aden Adde International Airport
5688,GLK,HCMR,Galcaio Airport
5689,BUO,HCMV,Burao Airport
5690,AAC,HEAR,El Arish International Airport
5691,ATZ,HEAT,Assiut International Airport
5692,ASV,HKAM,Amboseli Airport
5693,LKG,HKLK,Lokichoggio Airport
5694,MYD,HKML,Malindi Airport
5695,NYK,HKNY,Nanyuki Airport
5696,SRX,HLGD,Gardabya Airport
5697,TOB,HLGN,Gamal Abdel Nasser Airport
5698,MJI,HLLM,Mitiga Airport
5699,LAQ,HLLQ,La Abraq Airport
5700,ATB,HSAT,Atbara Airport
5701,UYL,HSNN,Nyala Airport
5702,PZU,HSPN,Port Sudan New International Airport
5703,BKZ,HTBU,Bukoba Airport
5704,TKQ,HTKA,Kigoma Airport
5705,LDI,HTLI,Lindi Airport
5706,MUZ,HTMU,Musoma Airport
5707,SHY,HTSY,Shinyanga Airport
5708,TBO,HTTB,Tabora Airport
5709,RUA,HUAR,Arua Airport
5710,ULU,HUGU,Gulu Airport
5711,DIU,VA1P,Diu Airport
5714,ABR,KABR,Aberdeen Regional Airport
5715,ABY,KABY,Southwest Georgia Regional Airport
5716,AHN,KAHN,Athens Ben Epps Airport
5717,ALM,KALM,Alamogordo White Sands Regional Airport
5718,ALO,KALO,Waterloo Regional Airport
5719,ALW,KALW,Walla Walla Regional Airport
5720,APN,KAPN,Alpena County Regional Airport
5721,ATY,KATY,Watertown Regional Airport
5722,BFD,KBFD,Bradford Regional Airport
5723,BFF,KBFF,Western Neb. Rgnl/William B. Heilig Airport
5724,BKW,KBKW,Raleigh County Memorial Airport
5725,BQK,KBQK,Brunswick Golden Isles Airport
5726,BRL,KBRL,Southeast Iowa Regional Airport
5727,CEC,KCEC,Jack Mc Namara Field Airport
5728,CGI,KCGI,Cape Girardeau Regional Airport
5729,CIU,KCIU,Chippewa County International Airport
5730,CKB,KCKB,North Central West Virginia Airport
5731,CLM,KCLM,William R Fairchild International Airport
5732,CMX,KCMX,Houghton County Memorial Airport
5733,DDC,KDDC,Dodge City Regional Airport
5734,DUJ,KDUJ,DuBois Regional Airport
5735,EAU,KEAU,Chippewa Valley Regional Airport
5736,EKO,KEKO,Elko Regional Airport
5737,EWB,KEWB,New Bedford Regional Airport
5738,FAY,KFAY,Fayetteville Regional Grannis Field
5739,GGW,KGGW,Wokal Field Glasgow International Airport
5740,GRI,KGRI,Central Nebraska Regional Airport
5741,HOT,KHOT,Memorial Field
5742,HTS,KHTS,Tri-State/Milton J. Ferguson Field
5743,KIO,Q51,Kili Airport
5744,IRK,KIRK,Kirksville Regional Airport
5745,JMS,KJMS,Jamestown Regional Airport
5746,LAR,KLAR,Laramie Regional Airport
5747,LBE,KLBE,Arnold Palmer Regional Airport
5748,LBF,KLBF,North Platte Regional Airport Lee Bird Field
5749,LEB,KLEB,Lebanon Municipal Airport
5750,LMT,KLMT,Crater Lake-Klamath Regional Airport
5751,LNS,KLNS,Lancaster Airport
5752,LWT,KLWT,Lewistown Municipal Airport
5753,LYH,KLYH,Lynchburg Regional Preston Glenn Field
5754,MKG,KMKG,Muskegon County Airport
5755,MLS,KMLS,Frank Wiley Field
5756,MSL,KMSL,Northwest Alabama Regional Airport
5757,OTH,KOTH,Southwest Oregon Regional Airport
5758,OWB,KOWB,Owensboro Daviess County Airport
5759,PIB,KPIB,Hattiesburg Laurel Regional Airport
5760,PIH,KPIH,Pocatello Regional Airport
5761,PIR,KPIR,Pierre Regional Airport
5762,PLN,KPLN,Pellston Regional Airport of Emmet County Airport
5763,PSM,KPSM,Portsmouth International at Pease Airport
5764,RDG,KRDG,Reading Regional Carl A Spaatz Field
5765,RHI,KRHI,Rhinelander Oneida County Airport
5766,RKS,KRKS,Southwest Wyoming Regional Airport
5767,RUT,KRUT,Rutland - Southern Vermont Regional Airport
5768,SBP,KSBP,San Luis County Regional Airport
5769,SHR,KSHR,Sheridan County Airport
5770,SLK,KSLK,Adirondack Regional Airport
5771,SLN,KSLN,Salina Municipal Airport
5772,SMX,KSMX,Santa Maria Pub/Capt G Allan Hancock Field
5773,TUP,KTUP,Tupelo Regional Airport
5774,UIN,KUIN,Quincy Regional Baldwin Field
5775,VCT,KVCT,Victoria Regional Airport
5776,VLD,KVLD,Valdosta Regional Airport
5777,WRL,KWRL,Worland Municipal Airport
5779,YKM,KYKM,Yakima Air Terminal McAllister Field
5780,ECN,LCEN,Ercan International Airport
5781,RJL,LELO,Logroño-Agoncillo Airport
5782,IDY,LFEY,Île d'Yeu Airport
5783,ANE,LFJR,Angers-Loire Airport
5786,LTT,LFTZ,La Môle Airport
5787,JSY,LGSO,Syros Airport
5788,PEV,LHPP,Pécs-Pogány Airport
5789,,LHPR,Győr-Pér International Airport
5790,SOB,LHSM,Sármellék International Airport
5791,AOT,LIMW,Aosta Airport
5792,QSR,LIRI,Salerno Costa d'Amalfi Airport
5793,CVU,LPCR,Corvo Airport
5794,BNX,LQBK,Banja Luka International Airport
5795,USQ,LTBO,Uşak Airport
5796,KSY,LTCF,Kars Airport
5797,SFQ,LTCH,Şanlıurfa Airport
5798,KCM,LTCN,Kahramanmaraş Airport
5799,AJI,LTCO,Ağrı Airport
5800,ADF,LTCP,Adıyaman Airport
5801,ISE,LTFC,Süleyman Demirel International Airport
5802,EDO,LTFD,Balıkesir Körfez Airport
5803,SZF,LTFH,Samsun Çarşamba Airport
5806,ILZ,LZZI,Žilina Airport
5807,GDT,MBGT,JAGS McCartney International Airport
5808,MDS,MBMC,Middle Caicos Airport
5809,SLX,MBSY,Salt Cay Airport
5810,AZS,MDCY,Samaná El Catey International Airport
5811,JBQ,MDJB,La Isabela International Airport
5812,PBR,MGPB,Puerto Barrios Airport
5813,AAZ,MGQZ,Quezaltenango Airport
5814,UTK,03N,Utirik Airport
5831,AHS,MHAH,Ahuas Airport
5832,PEU,MHPL,Puerto Lempira Airport
5833,MIJ,MLIP,Mili Island Airport
5834,CYW,MMCY,Captain Rogelio Castillo National Airport
5835,CUA,MMDA,Ciudad Constitución Airport
5836,GUB,MMGR,Guerrero Negro Airport
5837,JAL,MMJA,El Lencero Airport
5838,CTD,MPCE,Alonso Valderrama Airport
5839,ONX,MPEJ,Enrique Adolfo Jimenez Airport
5840,JQE,MPJE,Jaqué Airport
5841,PLP,MPLP,Captain Ramon Xatruch Airport
5842,TTQ,MRAO,Aerotortuguero Airport
5843,BCL,MRBC,Barra del Colorado Airport
5844,,MRCV,Cabo Velas Airport
5845,PBP,MRIA,Islita Airport
5847,PJM,MRPJ,Puerto Jimenez Airport
5848,SYQ,MRPV,Tobias Bolanos International Airport
5849,,MRSR,(Duplicate) Playa Samara Airport
5850,JEE,MTJE,Jérémie Airport
5851,PAX,MTPX,Port-de-Paix Airport
5852,,MUOC,Cayo Coco Airport
5853,TND,MUTD,Alberto Delgado Airport
5856,COX,MYAK,Congo Town Airport
5857,ATC,MYCA,Arthur's Town Airport
5858,TBI,MYCB,New Bight Airport
5859,CRI,MYCI,Colonel Hill Airport
5860,PID,MYPI,Nassau Paradise Island Airport
5861,AIU,NCAT,Enua Airport
5862,MGS,NCMG,Mangaia Island Airport
5863,MHX,NCMH,Manihiki Island Airport
5864,MUK,NCMK,Mauke Airport
5865,MOI,NCMR,Mitiaro Island Airport
5866,PYE,NCPY,Tongareva Airport
5867,ICI,NFCI,Cicia Airport
5868,PTF,NFFO,Malolo Lailai Island Airport
5869,KDV,NFKD,Vunisea Airport
5870,MNF,NFMA,Mana Island Airport
5871,MFJ,NFMO,Moala Airport
5872,NGI,NFNG,Ngau Airport
5873,LKB,NFNK,Lakeba Island Airport
5874,LBS,NFNL,Labasa Airport
5875,TVU,NFNM,Matei Airport
5876,KXF,NFNO,Koro Island Airport
5877,RTA,NFNR,Rotuma Airport
5878,SVU,NFNS,Savusavu Airport
5879,EUA,NFTE,Kaufana Airport
5880,HPA,NFTL,Lifuka Island Airport
5881,NFO,NFTO,Mata'aho Airport
5882,NTT,NFTP,Kuini Lavenia Airport
5883,VBV,NFVB,Vanua Balavu Airport
5884,IUE,NIUE,Niue International Airport
5885,FUT,NLWF,Pointe Vele Airport
5887,MXS,NSMA,Maota Airport
5888,APK,NTGD,Apataki Airport
5889,AHE,NTHE,Ahe Airport
5890,AUQ,NTMN,Hiva Oa-Atuona Airport
5891,UAP,NTMP,Ua Pou Airport
5892,UAH,NTMU,Ua Huka Airport
5893,MTV,NVSA,Mota Lava Airport
5894,SLH,NVSC,Sola Airport
5895,TOH,NVSD,Torres Airstrip
5896,EAE,NVSE,Siwo Airport
5897,CCV,NVSF,Craig Cove Airport
5898,LOD,NVSG,Longana Airport
5899,SSR,NVSH,Sara Airport
5900,PBJ,NVSI,Tavie Airport
5901,LPM,NVSL,Lamap Airport
5902,LNB,NVSM,Lamen Bay Airport
5903,MWF,NVSN,Maewo-Naone Airport
5904,LNE,NVSO,Lonorore Airport
5905,NUS,NVSP,Norsup Airport
5906,ZGU,NVSQ,Gaua Island Airport
5907,RCL,NVSR,Redcliffe Airport
5908,SON,NVSS,Santo Pekoa International Airport
5909,TGH,NVST,Tongoa Airport
5910,ULB,NVSU,Uléi Airport
5911,VLS,NVSV,Valesdir Airport
5912,SWJ,NVSX,Southwest Bay Airport
5913,OLJ,NVSZ,North West Santo Airport
5914,AUY,NVVA,Aneityum Airport
5915,AWD,NVVB,Aniwa Airport
5916,DLY,NVVD,Dillon's Bay Airport
5917,FTA,NVVF,Futuna Airport
5918,IPA,NVVI,Ipota Airport
5919,TGJ,NWWA,Tiga Airport
5920,BMY,NWWC,Île Art - Waala Airport
5921,ILP,NWWE,Île des Pins Airport
5922,FBD,OAFZ,Fayzabad Airport
5924,,OEDW,Dawadmi Domestic Airport
5925,AJF,OESK,Al-Jawf Domestic Airport
5926,WAE,OEWD,Wadi Al Dawasir Airport
5927,KHD,OICK,Khoram Abad Airport
5928,BXR,OIKM,Bam Airport
5929,RJN,OIKR,Rafsanjan Airport
5930,BJB,OIMN,Bojnord Airport
5931,AFZ,OIMS,Sabzevar National Airport
5932,NSH,OINN,Noshahr Airport
5933,SRY,OINZ,Dasht-e Naz Airport
5934,LRR,OISL,Lar Airport
5935,ADU,OITL,Ardabil Airport
5936,OMH,OITR,Urmia Airport
5937,AAN,OMAL,Al Ain International Airport
5938,BNP,OPBN,Bannu Airport
5939,BHV,OPBW,Bahawalpur Airport
5940,CJL,OPCH,Chitral Airport
5941,DBA,OPDB,Dalbandin Airport
5942,DEA,OPDG,Dera Ghazi Khan Airport
5943,DSK,OPDI,Dera Ismael Khan Airport
5944,JIW,OPJI,Jiwani Airport
5945,HDD,OPKD,Hyderabad Airport
5946,KDD,OPKH,Khuzdar Airport
5947,ORW,OPOR,Ormara Airport
5948,PAJ,OPPC,Parachinar Airport
5949,KDU,OPSD,Skardu Airport
5950,SYW,OPSN,Sehwan Sharif Airport
5951,TUK,OPTU,Turbat International Airport
5952,ISU,ORSU,Sulaymaniyah International Airport
5953,KAC,OSKL,Kamishly Airport
5954,GXF,OYSY,Sayun International Airport
5959,ADK,PADK,Adak Airport
5960,GST,PAGS,Gustavus Airport
5961,SGY,PAGY,Skagway Airport
5962,HCR,PAHC,Holy Cross Airport
5963,HNS,PAHN,Haines Airport
5964,KLG,PALG,Kalskag Airport
5965,MCG,PAMC,McGrath Airport
5966,MOU,PAMO,Mountain Village Airport
5967,ANI,PANI,Aniak Airport
5968,VAK,PAVA,Chevak Airport
5969,WRG,PAWG,Wrangell Airport
5982,OPU,AYBM,Balimo Airport
5986,VMU,AYBA,Baimuru Airport
5989,LUP,PHLU,Kalaupapa Airport
5990,ENT,PKMA,Eniwetok Airport
5991,LZN,RCFG,Matsu Nangan Airport
5992,HCN,RCKW,Hengchun Airport
5993,MFK,RCMT,Matsu Beigan Airport
5994,KUH,RJCK,Kushiro Airport
5995,OKD,RJCO,Okadama Airport
5996,HSG,RJFS,Saga Airport
5997,NKM,RJNA,Nagoya Airport
5998,IWJ,RJOW,Iwami Airport
5999,FKS,RJSF,Fukushima Airport
6000,ONJ,RJSR,Odate Noshiro Airport
6001,SYO,RJSY,Shonai Airport
6002,MYE,RJTQ,Miyakejima Airport
6003,KUV,RKJK,Kunsan Air Base
6004,MPK,RKJM,Mokpo Heliport
6005,WJU,RKNW,Wonju/Hoengseong Air Base (K-38/K-46)
6006,YNY,RKNY,Yangyang International Airport
6007,HIN,RKPS,Sacheon Air Base/Airport
6008,CJJ,RKTU,Cheongju International Airport/Cheongju Air Base (K-59/G-513)
6009,SFS,RPLB,Subic Bay International Airport
6010,CYU,RPLO,Cuyo Airport
6011,,RPMB,Rajah Buayan Air Base
6012,CGM,RPMH,Camiguin Airport
6013,JOL,RPMJ,Jolo Airport
6014,TWT,RPMN,Sanga Sanga Airport
6016,SUG,RPMS,Surigao Airport
6017,TDG,RPMW,Tandag Airport
6018,WNP,RPUN,Naga Airport
6019,BSO,RPUO,Basco Airport
6020,SFE,RPUS,San Fernando Airport
6021,TUG,RPUT,Tuguegarao Airport
6022,VRC,RPUV,Virac Airport
6023,CYP,RPVC,Calbayog Airport
6024,CRM,RPVF,Catarman National Airport
6025,MBT,RPVJ,Moises R. Espinosa Airport
6026,RXS,RPVR,Roxas Airport
6027,TTG,SAST,General Enrique Mosconi Airport
6028,LHS,SAVH,Las Heras Airport
6029,OES,SAVN,Antoine de Saint Exupéry Airport
